"","T","payoffAve","payoffStdDev","sigma","K","S0","r","C","Cup","Clow"
"104",100,9.4762774418838,200.933099527832,0.324419505999587,14,12,2e-04,9.28863457642124,17.9203812706298,0.656887882212641
"105",100,9.4766538146168,204.865147759611,0.32756920994133,14,12,2e-04,9.2890034964748,18.0896643437318,0.488342649217827
"106",100,9.4730942500798,208.717410704516,0.330718913883074,14,12,2e-04,9.28551441603806,18.2516619751311,0.319366856944978
"107",100,9.4657434310953,212.481754353911,0.333868617824817,14,12,2e-04,9.27830915302174,18.4061665594615,0.150451746581988
"108",100,9.45418143505491,216.150116261800,0.337018321766561,14,12,2e-04,9.26697609984218,18.5524201400719,0
"109",100,9.43821976211862,219.714497106982,0.340168025708305,14,12,2e-04,9.25133048920627,18.6898943123369,0
"110",100,9.4186322463415,223.166958115811,0.343317729650048,14,12,2e-04,9.23213083222817,18.8190065510587,0
"111",100,9.39518488233625,226.499734388741,0.346467433591792,14,12,2e-04,9.20914775713768,18.9391939174933,0
"112",100,9.3682269655726,229.705196331237,0.349617137533535,14,12,2e-04,9.18272364289083,19.0504710360974,0
"113",100,9.33745551337926,232.775929944052,0.352766841475279,14,12,2e-04,9.1525615062752,19.1522224307691,0
"114",100,9.30334871610394,235.704705508167,0.355916545417022,14,12,2e-04,9.11913006883519,19.2446062465304,0
"115",100,9.26533504258252,238.484579144885,0.359066249358766,14,12,2e-04,9.08186911648197,19.3267639719881,0
"116",100,9.22335606283026,241.108858824414,0.362215953300509,14,12,2e-04,9.04072137622203,19.3983508558477,0
"117",100,9.17756460583758,243.571141783904,0.365365657242253,14,12,2e-04,8.99583665082903,19.4592416490016,0
"118",100,9.12856127858103,245.865330534566,0.368515361183997,14,12,2e-04,8.94780365446455,19.5097631277881,0
"119",100,9.07622825014522,247.985702360269,0.37166506512574,14,12,2e-04,8.89650688942163,19.5495539562776,0
"120",100,9.02079437826024,249.926891980665,0.374814769067484,14,12,2e-04,8.84217068174372,19.5786079771288,0
"121",100,8.96237679129886,251.683931089514,0.377964473009227,14,12,2e-04,8.7849098405064,19.5968265693698,0
