"","S","se"
"1",13.7,0
"2",13.7078275480390,0.0176374878069023
"3",13.7005054424194,0.0217836545323066
"4",13.6931668055573,0.0181613394987868
"5",13.6927135993293,0.0237594902316491
"6",13.6822914688936,0.0223926821924051
"7",13.6843886619855,0.0253695174571593
"8",13.7030905737146,0.0194555902888976
"9",13.7494960511062,0.0258544534021282
"10",13.7458721280085,0.0247989166572701
"11",13.7529041456696,0.0265178323111587
"12",13.7359186029461,0.0225902349365960
"13",13.7481291137356,0.0274194614504289
"14",13.7546846188012,0.0255539671902161
"15",13.7496142465476,0.0265482884272402
"16",13.7406263691737,0.0194984693606353
"17",13.7557314622766,0.0282661220438023
"18",13.7547134431305,0.0251373319137489
"19",13.7658577956840,0.0266748459721972
"20",13.7694682000468,0.0231445766807222
"21",13.7736474589277,0.0292254554244331
"22",13.7544167671768,0.0235302617718535
"23",13.7701952652338,0.0247166489469204
"24",13.7618165539724,0.0211485302188796
"25",13.7765989456267,0.0266805207089114
"26",13.7653373570545,0.0246571968643102
"27",13.7921780176053,0.0270195600055561
"28",13.7663785258008,0.021265034942696
"29",13.7768997879770,0.0253801645544137
"30",13.7711341302157,0.0233921138101133
"31",13.7749165228521,0.0259068563529736
"32",13.7655285591809,0.0185519459362805
"33",13.7928149658847,0.0253955539886242
"34",13.7977506988356,0.0225592218899171
"35",13.7922923411199,0.0270368703683781
"36",13.7926572993862,0.0221688064632876
"37",13.7862823715421,0.0277712877768867
"38",13.8147872823244,0.0239369331851879
"39",13.7986673793092,0.0261771503000502
"40",13.7922023388885,0.0211779485074115
"41",13.7986391708370,0.0272602394885598
"42",13.7974169110479,0.0249727916532281
"43",13.7996111775222,0.0292100585842979
"44",13.7974568526290,0.0218281708147746
"45",13.7676628527843,0.0252780877714141
"46",13.7851687832131,0.0246337046398764
"47",13.8303985149155,0.0273101211139618
"48",13.7943352308617,0.0196135950134759
"49",13.8136846293533,0.0272798483953379
"50",13.7645297370642,0.0254282656985641
"51",13.7776199081546,0.0287337300193549
"52",13.7961012167511,0.0224482754768298
"53",13.8184505302141,0.0256094254217652
"54",13.8109298524897,0.0235248045907716
"55",13.8329112151793,0.0262791066743562
"56",13.7987006721915,0.0203346136172538
"57",13.8125781814121,0.0264305123965586
"58",13.7902413613336,0.0227379938752323
"59",13.7823344061380,0.0267939502468291
"60",13.8096119817068,0.0194776183261039
"61",13.8022412859470,0.0269356082558918
"62",13.8068021104616,0.0221430407221822
"63",13.8136080956275,0.0252190284790908
"64",13.8131105955302,0.0180121400838125
"65",13.8090313921743,0.0245704745221603
"66",13.8151424206187,0.0249945362711881
"67",13.7995648241942,0.0302529875461519
"68",13.8109135580553,0.0238095657959452
"69",13.8258590352598,0.0306932613091832
"70",13.7956073435998,0.0260622717603487
"71",13.8397005107132,0.0300978816288794
"72",13.8016427356461,0.0221370149490368
"73",13.7974516817390,0.0253512048871652
"74",13.8015518783933,0.0257970754597857
"75",13.8089153840900,0.0296684789007958
"76",13.7952194439606,0.0241402663555502
"77",13.8150453292902,0.0285021173552799
"78",13.8093563218455,0.0251242066622327
"79",13.8276452304883,0.0260629125843839
"80",13.8223397856883,0.0216720481614972
"81",13.8474122177101,0.0241697562224955
"82",13.8330682391902,0.0233758318915139
"83",13.8275838038336,0.0278004655780985
"84",13.8075311142329,0.0230004871760195
"85",13.8294176615655,0.0306240421895569
"86",13.8170379290841,0.0259311503487477
"87",13.8439772251372,0.0274819930340114
"88",13.8220060641505,0.0230970042572168
"89",13.8495810054543,0.0273057220530927
"90",13.8327686227739,0.0258419588864256
"91",13.8499967953528,0.0297150052639697
"92",13.8508139665725,0.0250337293638622
"93",13.8419866660008,0.0313687845605122
"94",13.8673392914190,0.0253685576905007
"95",13.8662172869830,0.028043177240028
"96",13.8574310227693,0.0198580112506253
"97",13.8535242877200,0.0240634802610610
"98",13.8397110275304,0.0244117740165695
"99",13.8319972079783,0.0288068444977575
"100",13.8391899437565,0.0227376944722895
"101",13.8635992713764,0.0264627103966544
